Day	Date	Time	Place	Title	Rating
Tue	2007/02/13	19:00	C2GA Cinema 2 General Admit	1900 (Novecento)	R18+
Thu	2007/02/15	19:00	C2GA Cinema 2 General Admit	In This World	M
Thu	2007/02/15	21:00	C2GA Cinema 2 General Admit	Land & Freedom	M
Fri	2007/02/16	19:00	C1GA Cinema 1 General Admit	Kanyini + Babakiueria	PG
Fri	2007/02/16	22:00	C1GA Cinema 1 General Admit	Rollerball	M
Sat	2007/02/17	11:00	C2GA Cinema 2 General Admit	Mrs Palfrey at The Claremont	PG
Sat	2007/02/17	14:00	C2GA Cinema 2 General Admit	Encounter Point	Unclassified 18+
Sat	2007/02/17	14:00	C1GA Cinema 1 General Admit	We of the Never Never	M
Sat	2007/02/17	19:00	C1GA Cinema 1 General Admit	Almost Adult	Unclassified 18+
Sat	2007/02/17	21:00	C1GA Cinema 1 General Admit	Land & Freedom	M
Sun	2007/02/18	10:30	C2GA Cinema 2 General Admit	Roll Bounce	PG
Sun	2007/02/18	13:00	C2GA Cinema 2 General Admit	Roll Bounce	PG
Sun	2007/02/18	15:00	C2GA Cinema 2 General Admit	The Violin (El Violin)	Unclassified 18+
Sun	2007/02/18	17:00	C1GA Cinema 1 General Admit	America, America	R18+
Mon	2007/02/19	13:30	C2GA Cinema 2 General Admit	Mrs Palfrey at The Claremont	PG
Fri	2007/02/23	22:00	C1GA Cinema 1 General Admit	D.O.A + The Devil's Toy	18+
Sat	2007/02/24	11:00	C2GA Cinema 2 General Admit	A Prairie Home Companion	PG
Sat	2007/02/24	14:00	C2GA Cinema 2 General Admit	No Worries	G
Mon	2007/02/26	13:30	C2GA Cinema 2 General Admit	A Prairie Home Companion	PG
Fri	2007/03/02	19:00	C1GA Cinema 1 General Admit	Zidane: A 21st Century Portrait	G
Fri	2007/03/02	22:00	C1GA Cinema 1 General Admit	Invasion of the Body Snatchers	M
Sat	2007/03/03	11:00	C2GA Cinema 2 General Admit	A Prairie Home Companion	PG
Sat	2007/03/03	14:00	C1GA Cinema 1 General Admit	Summer of the Seventeenth Doll	G
Sat	2007/03/03	19:00	C1GA Cinema 1 General Admit	Zidane: A 21st Century Portrait	G
Sun	2007/03/04	10:30	C1GA Cinema 1 General Admit	Alice in Wonderland	G
Sun	2007/03/04	13:00	C1GA Cinema 1 General Admit	Alice in Wonderland	G
Sun	2007/03/04	17:30	C2GA Cinema 2 General Admit	Zidane: A 21st Century Portrait	G
Mon	2007/03/05	13:30	C2GA Cinema 2 General Admit	A Prairie Home Companion	PG
Mon	2007/03/05	19:00	C2GA Cinema 2 General Admit	Zidane: A 21st Century Portrait	
Wed	2007/03/07	19:30	C1GA Cinema 1 General Admit	Shoe Biz: The Beat of Shod Feet	M
Fri	2007/03/09	19:30	C1GA Cinema 1 General Admit	British Fashion Double:Swinging London	U18+
Fri	2007/03/09	22:00	C1GA Cinema 1 General Admit	The Velvet Hammer Burlesque	18+
Sat	2007/03/10	11:00	C2GA Cinema 2 General Admit	The Wind That Shakes The Barley	M
Sat	2007/03/10	14:00	C1GA Cinema 1 General Admit	Don's Party	R 18+
Sat	2007/03/10	21:00	C1GA Cinema 1 General Admit	Quadrophenia	R
Sat	2007/03/10	21:00	C2GA Cinema 2 General Admit	Quadrophenia	R
Sun	2007/03/11	10:30	C2GA Cinema 2 General Admit	The Man in the Iron Mask	M
Sun	2007/03/11	13:00	C1GA Cinema 1 General Admit	The Man in the Iron Mask	M
Sun	2007/03/11	15:15	C1GA Cinema 1 General Admit	Aust Fashion Double: Undercover +Berlei Shorts	PG
Sun	2007/03/11	17:30	C1GA Cinema 1 General Admit	Australian Fashion Double: Closet Tales	18+
Mon	2007/03/12	13:30	C2GA Cinema 2 General Admit	The Wind That Shakes The Barley	M
Sat	2007/03/17	11:00	C1GA Cinema 1 General Admit	The Wind That Shakes The Barley	M
Sat	2007/03/17	11:00	C2GA Cinema 2 General Admit	The Wind That Shakes The Barley	M
Mon	2007/03/19	13:30	C2GA Cinema 2 General Admit	The Wind That Shakes The Barley	M
Sat	2007/03/24	11:00	C2GA Cinema 2 General Admit	As It Is In Heaven	M
Mon	2007/03/26	13:30	C2GA Cinema 2 General Admit	As It Is In Heaven	M
Fri	2007/03/30	19:00	C2GA Cinema 2 General Admit	The Sorrow and the Pity	M
Fri	2007/03/30	22:00	C1GA Cinema 1 General Admit	The Killing + After Prison, What?	PG
Sat	2007/03/31	11:00	C2GA Cinema 2 General Admit	As It Is In Heaven	M
Sat	2007/03/31	14:00	C2GA Cinema 2 General Admit	Spider and Rose	M
Sat	2007/03/31	19:00	C2GA Cinema 2 General Admit	The Sorrow and the Pity	M
Sun	2007/04/01	10:30	C2GA Cinema 2 General Admit	Millions	PG
Sun	2007/04/01	13:00	C2GA Cinema 2 General Admit	Millions	PG
Sun	2007/04/01	17:30	C2GA Cinema 2 General Admit	The Sorrow and the Pity	M
Mon	2007/04/02	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Mon	2007/04/02	13:30	C2GA Cinema 2 General Admit	As It Is In Heaven	M
Mon	2007/04/02	13:30	C1GA Cinema 1 General Admit	The Last Trapper	G
Mon	2007/04/02	19:00	C2GA Cinema 2 General Admit	The Sorrow and the Pity	M
Tue	2007/04/03	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Tue	2007/04/03	13:30	C2GA Cinema 2 General Admit	The Last Trapper	G
Wed	2007/04/04	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Wed	2007/04/04	13:30	C2GA Cinema 2 General Admit	The Last Trapper	G
Thu	2007/04/05	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Thu	2007/04/05	13:30	C2GA Cinema 2 General Admit	The Last Trapper	G
Fri	2007/04/06	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Fri	2007/04/06	13:30	C2GA Cinema 2 General Admit	The Last Trapper	G
Fri	2007/04/06	22:00	C1GA Cinema 1 General Admit	Jason and the Argonauts	G
Sat	2007/04/07	11:00	C2GA Cinema 2 General Admit	Volver	M
Sat	2007/04/07	16:00	C1GA Cinema 1 General Admit	Burke & Wills	MA
Sun	2007/04/08	10:30	C2GA Cinema 2 General Admit	Millions	PG
Sun	2007/04/08	13:00	C2GA Cinema 2 General Admit	Millions	PG
Mon	2007/04/09	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Mon	2007/04/09	13:30	C1GA Cinema 1 General Admit	The Last Trapper	G
Mon	2007/04/09	13:30	C2GA Cinema 2 General Admit	Volver	M
Tue	2007/04/10	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Tue	2007/04/10	13:30	C2GA Cinema 2 General Admit	The Last Trapper	G
Wed	2007/04/11	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Wed	2007/04/11	13:30	C2GA Cinema 2 General Admit	The Last Trapper	G
Thu	2007/04/12	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Thu	2007/04/12	13:30	C2GA Cinema 2 General Admit	The Last Trapper	G
Thu	2007/04/12	19:00	C2GA Cinema 2 General Admit	Pan's Labyrinth	MA15+
Fri	2007/04/13	11:00	C2GA Cinema 2 General Admit	Free Animated Kids' Classics	G
Fri	2007/04/13	13:30	C2GA Cinema 2 General Admit	The Last Trapper	G
Fri	2007/04/13	19:00	C2GA Cinema 2 General Admit	Cronos	M
Fri	2007/04/13	21:00	C2GA Cinema 2 General Admit	Blade II	MA15+
Fri	2007/04/13	22:00	C1GA Cinema 1 General Admit	Friday the 13th + Teenagers on Trial	R18+
Sat	2007/04/14	11:00	C2GA Cinema 2 General Admit	Volver	M
Sat	2007/04/14	16:00	C1GA Cinema 1 General Admit	Annie's Coming Out	PG
Sat	2007/04/14	16:00	C2GA Cinema 2 General Admit	Mimic	M
Sat	2007/04/14	18:30	C2GA Cinema 2 General Admit	George A. Romero's Martin	R18+
Sat	2007/04/14	20:30	C2GA Cinema 2 General Admit	Hellboy	M
Sun	2007/04/15	10:30	C2GA Cinema 2 General Admit	Princes and Princesses	G
Sun	2007/04/15	13:00	C2GA Cinema 2 General Admit	Princes and Princesses	G
Sun	2007/04/15	15:00	C2GA Cinema 2 General Admit	The Devil's Backbone	MA15+
Sun	2007/04/15	17:30	C1GA Cinema 1 General Admit	Black Sunday	MA15+
Mon	2007/04/16	13:30	C2GA Cinema 2 General Admit	Volver	M
Thu	2007/04/19	18:30	C2GA Cinema 2 General Admit	The Devil's Backbone	MA15+
Thu	2007/04/19	20:30	C2GA Cinema 2 General Admit	Cronos	M
Fri	2007/04/20	19:00	C2GA Cinema 2 General Admit	Mimic	M
Fri	2007/04/20	21:15	C2GA Cinema 2 General Admit	Hellboy	M
Fri	2007/04/20	22:00	C1GA Cinema 1 General Admit	The Loved One	PG
Sat	2007/04/21	11:00	C2GA Cinema 2 General Admit	Heading South	M
Sat	2007/04/21	11:00	C1GA Cinema 1 General Admit	Heading South	M
Sat	2007/04/21	16:00	C1GA Cinema 1 General Admit	Two Hands	MA
Sat	2007/04/21	19:00	C2GA Cinema 2 General Admit	Blade II	MA15+
Sat	2007/04/21	21:15	C2GA Cinema 2 General Admit	George A. Romero's Martin	R18+
Sun	2007/04/22	10:30	C2GA Cinema 2 General Admit	Princes and Princesses	G
Sun	2007/04/22	13:00	C2GA Cinema 2 General Admit	Princes and Princesses	G
Sun	2007/04/22	15:00	C2GA Cinema 2 General Admit	The Night of the Hunter	M
Sun	2007/04/22	17:00	C2GA Cinema 2 General Admit	Pan's Labyrinth	MA15+
Mon	2007/04/23	13:30	C2GA Cinema 2 General Admit	Heading South	M
Thu	2007/04/26	19:00	C2GA Cinema 2 General Admit	Klimt	Unclassified 18+
Fri	2007/04/27	22:00	C1GA Cinema 1 General Admit	Motel Hell + The Dangerous Stranger	R18+
Sat	2007/04/28	11:00	C2GA Cinema 2 General Admit	Heading South	M
Sat	2007/04/28	16:00	C1GA Cinema 1 General Admit	Eureka Stockade	G
Sat	2007/04/28	19:00	C1GA Cinema 1 General Admit	Klimt	Unclassified 18+
Sun	2007/04/29	10:30	C2GA Cinema 2 General Admit	Wallace & Gromit in the Curse of the Were-Rabbit	
Sun	2007/04/29	13:00	C2GA Cinema 2 General Admit	Wallace & Gromit in the Curse of the Were-Rabbit	
Sun	2007/04/29	17:30	C2GA Cinema 2 General Admit	Klimt	Unclassified 18+
Mon	2007/04/30	13:30	C2GA Cinema 2 General Admit	Heading South	M
Fri	2007/05/04	22:00	C1GA Cinema 1 General Admit	Shock Corridor	M15+
Sat	2007/05/05	11:00	C2GA Cinema 2 General Admit	The White Countess	M
Sat	2007/05/05	16:00	C1GA Cinema 1 General Admit	Strictly Ballroom	PG
Sat	2007/05/05	18:30	C1GA Cinema 1 General Admit	Metaphysical TV: The 1980s	18+
Sun	2007/05/06	10:30	C2GA Cinema 2 General Admit	Wallace & Gromit in the Curse of the Were-Rabbit	
Sun	2007/05/06	13:00	C2GA Cinema 2 General Admit	Wallace & Gromit in the Curse of the Were-Rabbit	
Sun	2007/05/06	15:30	C1GA Cinema 1 General Admit	Intermedia Network: The 1990s	18+
Sun	2007/05/06	17:30	C1GA Cinema 1 General Admit	D/Art Screenings: Contemporary Works	18+
Mon	2007/05/07	13:30	C2GA Cinema 2 General Admit	The White Countess	M
Fri	2007/05/11	19:15	C2GA Cinema 2 General Admit	Jubilee	MA15+
Fri	2007/05/11	21:15	C2GA Cinema 2 General Admit	Suburbia	18+
Fri	2007/05/11	22:00	C1GA Cinema 1 General Admit	Re-Animator + Goodbye Mr. Germ	R18+
Sat	2007/05/12	11:00	C2GA Cinema 2 General Admit	U-Carmen e-Khayelitsha	M
Sat	2007/05/12	16:00	C1GA Cinema 1 General Admit	Gary Hilberg Presents.	
Sat	2007/05/12	17:15	C2GA Cinema 2 General Admit	Ghost on the Highway	18+
Sat	2007/05/12	19:15	C2GA Cinema 2 General Admit	Shorts 1: Punk and Post Punk	18+
Sat	2007/05/12	21:15	C2GA Cinema 2 General Admit	Ladies and Gentlemen, the Fabulous Stains	18+
Sun	2007/05/13	10:30	C2GA Cinema 2 General Admit	Charlotte's Web	G
Sun	2007/05/13	13:00	C2GA Cinema 2 General Admit	Charlotte's Web	G
Sun	2007/05/13	15:15	C1GA Cinema 1 General Admit	Punk and the Pistols	18+
Sun	2007/05/13	17:15	C1GA Cinema 1 General Admit	Shorts 2: NYC No Wave	18+
Sun	2007/05/13	19:15	C1GA Cinema 1 General Admit	Made in Britain	18+
Mon	2007/05/14	13:30	C2GA Cinema 2 General Admit	U-Carmen e-Khayelitsha	M
Fri	2007/05/18	19:15	C1GA Cinema 1 General Admit	Billy Childish & the Chatham Super 8 Cinema	18+
Fri	2007/05/18	21:00	C2GA Cinema 2 General Admit	Desperate Living	R18+
Fri	2007/05/18	21:00	C1GA Cinema 1 General Admit	Desperate Living	R18+
Fri	2007/05/18	22:00	C1GA Cinema 1 General Admit	Prick Up Your Ears	M15+
Fri	2007/05/18	22:00	C2GA Cinema 2 General Admit	Prick Up Your Ears	M15+
Sat	2007/05/19	11:00	C2GA Cinema 2 General Admit	U-Carmen e-Khayelitsha	M
Sat	2007/05/19	16:00	C1GA Cinema 1 General Admit	Peterson	R18+
Sat	2007/05/19	17:15	C2GA Cinema 2 General Admit	Punk and the Pistols	18+
Sat	2007/05/19	19:15	C2GA Cinema 2 General Admit	Ghost on the Highway	18+
Sat	2007/05/19	21:15	C2GA Cinema 2 General Admit	Repo Man	R18+
Sun	2007/05/20	10:30	C2GA Cinema 2 General Admit	Charlotte's Web	G
Sun	2007/05/20	13:00	C2GA Cinema 2 General Admit	Charlotte's Web	G
Sun	2007/05/20	17:15	C1GA Cinema 1 General Admit	The Great Rock n Roll Swindle	MA15+
Sun	2007/05/20	19:15	C1GA Cinema 1 General Admit	Ladies and Gentlemen, the Fabulous Stains	18+
Mon	2007/05/21	13:30	C2GA Cinema 2 General Admit	U-Carmen e-Khayelitsha	M
Fri	2007/05/25	22:00	C1GA Cinema 1 General Admit	Wild Zero	M15+
Sat	2007/05/26	11:00	C2GA Cinema 2 General Admit	The Queen	M
Sat	2007/05/26	16:00	C1GA Cinema 1 General Admit	Mary Tomsic Presents...	
Sun	2007/05/27	10:30	C2GA Cinema 2 General Admit	Interstella 5555	G
Sun	2007/05/27	13:00	C2GA Cinema 2 General Admit	Interstella 5555	G
Mon	2007/05/28	13:30	C2GA Cinema 2 General Admit	The Queen	M
Fri	2007/06/01	22:00	C1GA Cinema 1 General Admit	Burn! (Queimada)	
Sat	2007/06/02	11:00	C2GA Cinema 2 General Admit	The Queen	M
Sat	2007/06/02	16:00	C2GA Cinema 2 General Admit	Clubland	M
Sat	2007/06/02	19:30	C2GA Cinema 2 General Admit	Intolerance (with Live Score)	PG
Sun	2007/06/03	10:30	C2GA Cinema 2 General Admit	Harry Potter and the Philosopher's Stone	G
Sun	2007/06/03	13:30	C2GA Cinema 2 General Admit	Harry Potter and the Philosopher's Stone	G
Sun	2007/06/03	17:30	C2GA Cinema 2 General Admit	Intolerance (with Live Score)	PG
Mon	2007/06/04	13:30	C2GA Cinema 2 General Admit	The Queen	M
Thu	2007/06/07	19:00	C2GA Cinema 2 General Admit	Daft Punk's Electroma	G
Fri	2007/06/08	19:00	C1GA Cinema 1 General Admit	Daft Punk's Electroma	G
Fri	2007/06/08	19:00	C2GA Cinema 2 General Admit	Daft Punk's Electroma	G
Fri	2007/06/08	22:00	C1GA Cinema 1 General Admit	The Thing	MA15+
Sat	2007/06/09	11:00	C2GA Cinema 2 General Admit	The Queen	M
Sat	2007/06/09	19:00	C2GA Cinema 2 General Admit	Daft Punk's Electroma	G
Sat	2007/06/09	19:00	C1GA Cinema 1 General Admit	Daft Punk's Electroma	G
Sun	2007/06/10	17:30	C1GA Cinema 1 General Admit	Daft Punk's Electroma	G
Mon	2007/06/11	13:30	C2GA Cinema 2 General Admit	The Queen	M
Fri	2007/06/15	22:00	C1GA Cinema 1 General Admit	Rock 'n' Roll High School	M
Sat	2007/06/16	11:00	C2GA Cinema 2 General Admit	Unfolding Florence	PG
Sat	2007/06/16	16:00	C2GA Cinema 2 General Admit	The Sentimental Bloke	G
Sun	2007/06/17	10:30	C1GA Cinema 1 General Admit	Harry Potter and the Chamber of Secrets	G
Sun	2007/06/17	13:30	C1GA Cinema 1 General Admit	Harry Potter and the Chamber of Secrets	G
Mon	2007/06/18	13:30	C2GA Cinema 2 General Admit	Unfolding Florence	PG
Fri	2007/06/22	22:00	C1GA Cinema 1 General Admit	Allegro non troppo (MIAF special event)	
Sat	2007/06/23	11:00	C1GA Cinema 1 General Admit	Unfolding Florence	PG
Mon	2007/06/25	13:30	C2GA Cinema 2 General Admit	Unfolding Florence	PG
Mon	2007/06/25	19:00	C1GA Cinema 1 General Admit	Jesus Camp	M
Fri	2007/06/29	19:00	C2GA Cinema 2 General Admit	Ma Mere	R18+
Fri	2007/06/29	21:15	C2GA Cinema 2 General Admit	The Lacemaker	MA15+
Fri	2007/06/29	22:00	C1GA Cinema 1 General Admit	Flesh & Blood	R18+
Sat	2007/06/30	11:00	C2GA Cinema 2 General Admit	Dreamgirls	M
Sat	2007/06/30	16:00	C1GA Cinema 1 General Admit	Mad Max 2	M
Sat	2007/06/30	16:30	C2GA Cinema 2 General Admit	Slow Motion	18+
Sat	2007/06/30	18:30	C2GA Cinema 2 General Admit	Loulou	M
Sat	2007/06/30	21:00	C2GA Cinema 2 General Admit	Entre Nous (Between Us)	
Sun	2007/07/01	10:30	C2GA Cinema 2 General Admit	Harry Potter and the Prisoner of Azkaban	G
Sun	2007/07/01	13:30	C2GA Cinema 2 General Admit	Harry Potter and the Prisoner of Azkaban	G
Sun	2007/07/01	16:45	C2GA Cinema 2 General Admit	Cactus	M
Sun	2007/07/01	19:00	C2GA Cinema 2 General Admit	The Separation	M
Mon	2007/07/02	11:00	C2GA Cinema 2 General Admit	Toy Story + Tin Toy	G
Mon	2007/07/02	13:30	C2GA Cinema 2 General Admit	Dreamgirls	M
Mon	2007/07/02	13:30	C1GA Cinema 1 General Admit	Toy Story 2 + Luxu Jr.	G
Mon	2007/07/02	18:45	C2GA Cinema 2 General Admit	Merci Pour le Chocolat	18+
Mon	2007/07/02	21:00	C2GA Cinema 2 General Admit	Story of Women	M
Tue	2007/07/03	11:00	C2GA Cinema 2 General Admit	A Bug's Life + Geri's Game	G
Tue	2007/07/03	13:30	C2GA Cinema 2 General Admit	A Bug's Life + Geri's Game	G
Tue	2007/07/03	19:00	C2GA Cinema 2 General Admit	Madame Bovary	PG
Wed	2007/07/04	11:00	C2GA Cinema 2 General Admit	Monsters Inc. + For the Birds	G
Wed	2007/07/04	13:30	C2GA Cinema 2 General Admit	Monsters Inc. + For the Birds	G
Thu	2007/07/05	11:00	C2GA Cinema 2 General Admit	Finding Nemo + Knick Knack	G
Thu	2007/07/05	13:30	C2GA Cinema 2 General Admit	Finding Nemo + Knick Knack	G
Thu	2007/07/05	18:45	C1GA Cinema 1 General Admit	Time of the Wolf	MA15+
Thu	2007/07/05	19:00	C2GA Cinema 2 General Admit	Jesus Camp	M
Thu	2007/07/05	21:00	C2GA Cinema 2 General Admit	Amateur	M
Fri	2007/07/06	11:00	C2GA Cinema 2 General Admit	The Incredibles + Boundin'	PG
Fri	2007/07/06	13:30	C2GA Cinema 2 General Admit	The Incredibles + Boundin'	PG
Fri	2007/07/06	18:45	C1GA Cinema 1 General Admit	The Piano Teacher	R18+
Fri	2007/07/06	19:00	C2GA Cinema 2 General Admit	Jesus Camp	M
Fri	2007/07/06	21:15	C2GA Cinema 2 General Admit	I Heart Huckabees	M
Fri	2007/07/06	22:00	C1GA Cinema 1 General Admit	The Phantom of the Opera	PG
Sat	2007/07/07	11:00	C2GA Cinema 2 General Admit	Dreamgirls	M
Sat	2007/07/07	16:00	C1GA Cinema 1 General Admit	Radiance	M
Sat	2007/07/07	16:45	C2GA Cinema 2 General Admit	Michael Cinimo's Heaven's Gate	M
Sat	2007/07/07	19:00	C1GA Cinema 1 General Admit	Jesus Camp	M
Sat	2007/07/07	21:00	C2GA Cinema 2 General Admit	Merci Pour le Chocolat	18+
Sun	2007/07/08	10:30	C2GA Cinema 2 General Admit	Harry Potter and the Goblet of Fire	G
Sun	2007/07/08	13:30	C2GA Cinema 2 General Admit	Harry Potter and the Goblet of Fire	G
Sun	2007/07/08	17:00	C1GA Cinema 1 General Admit	Saint-Cyr	18+
Sun	2007/07/08	17:30	C2GA Cinema 2 General Admit	Jesus Camp	M
Sun	2007/07/08	19:15	C1GA Cinema 1 General Admit	8 Femmes	M
Mon	2007/07/09	13:30	C2GA Cinema 2 General Admit	Dreamgirls	M
Mon	2007/07/09	19:00	C2GA Cinema 2 General Admit	The Promised Life	18+
Mon	2007/07/09	20:45	C2GA Cinema 2 General Admit	Comedy of Innocence	18+
Tue	2007/07/10	11:00	C2GA Cinema 2 General Admit	Cars + One Man Band	G
Tue	2007/07/10	13:30	C2GA Cinema 2 General Admit	Cars + One Man Band	G
Tue	2007/07/10	19:00	C2GA Cinema 2 General Admit	The Ceremony	M
Wed	2007/07/11	11:00	C1GA Cinema 1 General Admit	Monsters Inc. + For The Birds	G
Wed	2007/07/11	13:30	C1GA Cinema 1 General Admit	Monsters Inc. + For The Birds	G
Thu	2007/07/12	11:00	C2GA Cinema 2 General Admit	Toy Story + Tin Toy	G
Thu	2007/07/12	13:30	C2GA Cinema 2 General Admit	Toy Story 2 + Luxu Jr.	G
Thu	2007/07/12	19:00	C1GA Cinema 1 General Admit	In the Shadows of the Light	18+
Fri	2007/07/13	11:00	C2GA Cinema 2 General Admit	Toy Story + Tin Toy	G
Fri	2007/07/13	13:30	C2GA Cinema 2 General Admit	Toy Story 2 + Luxu Jr.	G
Fri	2007/07/13	19:00	C1GA Cinema 1 General Admit	Lost Lost Lost	18+
Fri	2007/07/13	22:00	C2GA Cinema 2 General Admit	Point Blank	PG
Sat	2007/07/14	11:00	C2GA Cinema 2 General Admit	Sketches of Frank Gehry	M
Sat	2007/07/14	16:00	C1GA Cinema 1 General Admit	The F.J. Holden	M
Sat	2007/07/14	19:00	C1GA Cinema 1 General Admit	In the Shadows of the Light	18+
Sun	2007/07/15	10:30	C2GA Cinema 2 General Admit	The Secret of Roan Inish	G
Sun	2007/07/15	13:00	C2GA Cinema 2 General Admit	The Secret of Roan Inish	G
Sun	2007/07/15	17:30	C1GA Cinema 1 General Admit	Lost Lost Lost	18+
Fri	2007/07/20	22:00	C1GA Cinema 1 General Admit	American Stag	Unclassified 18+
Sat	2007/07/21	11:00	C2GA Cinema 2 General Admit	Sketches of Frank Gehry	M
Sat	2007/07/21	16:00	C1GA Cinema 1 General Admit	Shane Maloney Presents...Death in Brunswick	M
Sat	2007/07/21	16:00	C1GA Cinema 1 General Admit	Shane Maloney Presents...Death in Brunswick	M
Sun	2007/07/22	10:30	C1GA Cinema 1 General Admit	Happy Feet	G
Sun	2007/07/22	13:00	C1GA Cinema 1 General Admit	Happy Feet	G
Mon	2007/07/23	13:30	C2GA Cinema 2 General Admit	Sketches of Frank Gehry	M
Sat	2007/07/28	11:00	C1GA Cinema 1 General Admit	Riding Alone for Thousands of Miles	PG
Sun	2007/07/29	10:30	C1GA Cinema 1 General Admit	Happy Feet	G
Sun	2007/07/29	13:00	C1GA Cinema 1 General Admit	Happy Feet	G
Mon	2007/07/30	13:30	C1GA Cinema 1 General Admit	Riding Alone for Thousands of Miles	PG
Sat	2007/08/04	11:00	C1GA Cinema 1 General Admit	Riding Alone for Thousands of Miles	PG
Sun	2007/08/05	10:30	C1GA Cinema 1 General Admit	Toy Story + Tin Toy	G
Sun	2007/08/05	13:00	C1GA Cinema 1 General Admit	Toy Story 2 + Luxo Jr.	G
Mon	2007/08/06	13:30	C1GA Cinema 1 General Admit	Riding Alone for Thousands of Miles	PG
Sat	2007/08/11	11:00	C1GA Cinema 1 General Admit	Wordplay	G
Sun	2007/08/12	10:30	C1GA Cinema 1 General Admit	Toy Story + Tin Toy	G
Sun	2007/08/12	13:00	C1GA Cinema 1 General Admit	Toy Story 2 + Luxo Jr.	G
Mon	2007/08/13	13:30	C2GA Cinema 2 General Admit	Wordplay	G
Fri	2007/08/17	19:00	C2GA Cinema 2 General Admit	Kid Galahad	PG
Fri	2007/08/17	22:00	C2GA Cinema 2 General Admit	Elvis: That's The Way It Is	G
Sat	2007/08/18	11:00	C2GA Cinema 2 General Admit	Wordplay	G
Sat	2007/08/18	16:00	C1GA Cinema 1 General Admit	Love Serenade	M
Sun	2007/08/19	10:30	C2GA Cinema 2 General Admit	A Bug's Life + Geri's Game	G
Sun	2007/08/19	13:00	C2GA Cinema 2 General Admit	A Bug's Life + Geri's Game	G
Mon	2007/08/20	13:30	C2GA Cinema 2 General Admit	Wordplay	G
Mon	2007/08/20	19:00	C1GA Cinema 1 General Admit	Stone Reader	15+
Thu	2007/08/23	18:30	C1GA Cinema 1 General Admit	Toy Story + Tin Toy	G
Thu	2007/08/23	20:30	C1GA Cinema 1 General Admit	Toy Story 2 + Luxo Jr.	G
Fri	2007/08/24	22:00	C1GA Cinema 1 General Admit	The Adventures of Buckaroo Banzai...	M
Sat	2007/08/25	11:00	C2GA Cinema 2 General Admit	Miss Potter	G
Sat	2007/08/25	16:00	C1GA Cinema 1 General Admit	Naked on the Inside	18+
Sun	2007/08/26	10:30	C2GA Cinema 2 General Admit	Monsters Inc. + For The Birds	G
Sun	2007/08/26	13:00	C2GA Cinema 2 General Admit	Monsters Inc. + For The Birds	G
Mon	2007/08/27	13:30	C2GA Cinema 2 General Admit	Miss Potter	G
Thu	2007/08/30	18:30	C2GA Cinema 2 General Admit	A Bug's Life + Geri's Game	G
Thu	2007/08/30	19:00	C1GA Cinema 1 General Admit	Stone Reader	15+
Fri	2007/08/31	19:00	C2GA Cinema 2 General Admit	Waitress	M
Fri	2007/08/31	21:15	C2GA Cinema 2 General Admit	Trust	M
Fri	2007/08/31	22:00	C1GA Cinema 1 General Admit	Demon Lover Diary	18+
Sat	2007/09/01	11:00	C2GA Cinema 2 General Admit	Miss Potter	G
Sat	2007/09/01	16:00	C1GA Cinema 1 General Admit	Cane Toads: An Unnatural History	PG
Sat	2007/09/01	19:00	C1GA Cinema 1 General Admit	Stone Reader	15+
Sun	2007/09/02	10:30	C2GA Cinema 2 General Admit	Finding Nemo + Knick Knack	G
Sun	2007/09/02	13:00	C2GA Cinema 2 General Admit	Finding Nemo + Knick Knack	G
Sun	2007/09/02	17:30	C1GA Cinema 1 General Admit	Stone Reader	15+
Mon	2007/09/03	13:30	C2GA Cinema 2 General Admit	Miss Potter	G
Thu	2007/09/06	18:30	C1GA Cinema 1 General Admit	Monsters Inc. + For the Birds	G
Fri	2007/09/07	19:00	C1GA Cinema 1 General Admit	Tonight Let's All Make Love in London	18+
Fri	2007/09/07	22:00	C1GA Cinema 1 General Admit	This Filthy World	18+
Sat	2007/09/08	11:00	C2GA Cinema 2 General Admit	The White Masai	M
Sat	2007/09/08	16:00	C1GA Cinema 1 General Admit	Digital Projections	18+
Sat	2007/09/08	17:00	C2GA Cinema 2 General Admit	Benefit of the Doubt	18+
Sat	2007/09/08	19:00	C1GA Cinema 1 General Admit	Peter Whitehead: Pop Films	18+
Sat	2007/09/08	21:15	C1GA Cinema 1 General Admit	Daddy	18+
Sun	2007/09/09	10:30	C2GA Cinema 2 General Admit	The Incredibles + Boundin'	PG
Sun	2007/09/09	13:00	C2GA Cinema 2 General Admit	The Incredibles + Boundin'	PG
Sun	2007/09/09	15:30	C2GA Cinema 2 General Admit	Hell on Wheels + Sidelines	18+
Sun	2007/09/09	15:30	C1GA Cinema 1 General Admit	In The Beginning Was The Image	18+
