Day	Date	Time	Place	Title	Rating
Fri	2014/02/14	18:30	ACMI Cinema 2	A Touch of Sin	MA 15+
Fri	2014/02/14	21:15	ACMI Cinema 2	A Touch of Sin	MA 15+
Sat	2014/02/15	11:00	ACMI Cinema 1	Becoming Traviata	PG
Sat	2014/02/15	13:30	ACMI Cinema 1	Cats & Dogs: Revenge of 2D	G
Sat	2014/02/15	16:00	ACMI Cinema 1	A Life Exposed: Robyn 18+	
Sat	2014/02/15	19:00	ACMI Cinema 2	The Darkside	PG
Sun	2014/02/16	10:30	ACMI Cinema 1	Cats & Dogs: Revenge of 2D	G
Sun	2014/02/16	11:00	ACMI Cinema 2	Becoming Traviata	PG
Sun	2014/02/16	13:00	ACMI Cinema 1	Cats & Dogs: Revenge of 2D	G
Sun	2014/02/16	17:30	ACMI Cinema 2	The Darkside	PG
Sun	2014/02/16	20:00	ACMI Cinema 2	Dressed...Winter:Members	15+
Mon	2014/02/17	13:30	ACMI Cinema 2	Becoming Traviata	PG
Mon	2014/02/17	19:00	ACMI Cinema 2	A Touch of Sin	MA 15+
Tue	2014/02/18	14:30	ACMI Cinema 2	Becoming Traviata	PG
Tue	2014/02/18	19:00	ACMI Cinema 2	A Touch of Sin	MA 15+
Wed	2014/02/19	19:30	ACMI Cinema 1	A Touch of Sin	MA 15+
Thu	2014/02/20	19:00	ACMI Cinema 2	A Touch of Sin	MA 15+
Fri	2014/02/21	18:30	ACMI Cinema 1	A Touch of Sin	MA 15+
Fri	2014/02/21	21:15	ACMI Cinema 1	A Touch of Sin	MA 15+
Sat	2014/02/22	10:30	ACMI Cinema 1	Cats & Dogs: Revenge of 3D	G
Sat	2014/02/22	11:00	ACMI Cinema 2	Becoming Traviata	PG
Sat	2014/02/22	14:30	ACMI Cinema 2	A Touch of Sin	MA 15+
Sat	2014/02/22	16:00	ACMI Cinema 1	The Legend of Leigh Bowery 18+	
Sun	2014/02/23	10:30	ACMI Cinema 1	Cats & Dogs: Revenge of 2D	G
Sun	2014/02/23	11:00	ACMI Cinema 2	Becoming Traviata	PG
Sun	2014/02/23	13:00	ACMI Cinema 1	Cats & Dogs: Revenge of 2D	G
Sun	2014/02/23	14:30	ACMI Cinema 2	A Touch of Sin	MA 15+
Mon	2014/02/24	13:30	ACMI Cinema 2	Becoming Traviata	PG
Mon	2014/02/24	19:00	ACMI Cinema 2	A Touch of Sin	MA 15+
Mon	2014/02/24	19:00	ACMI Cinema 1	Cremaster 1 + 2	R 18+
Tue	2014/02/25	14:30	ACMI Cinema 2	Becoming Traviata	PG
Tue	2014/02/25	19:00	ACMI Cinema 2	A Touch of Sin	MA 15+
Tue	2014/02/25	19:00	ACMI Cinema 1	Cremaster 3	R 18+
Wed	2014/02/26	19:30	ACMI Cinema 1	A Touch of Sin	MA 15+
Thu	2014/02/27	19:00	ACMI Cinema 1	A Touch of Sin	MA 15+
Fri	2014/02/28	18:30	ACMI Cinema 2	A Touch of Sin	MA 15+
Fri	2014/02/28	19:00	ACMI Cinema 1	Cremaster 4 + 5	R 18+
Fri	2014/02/28	21:15	ACMI Cinema 2	A Touch of Sin	MA 15+
Sat	2014/03/01	11:00	ACMI Cinema 2	To Kill a King	M
Sat	2014/03/01	13:00	ACMI Cinema 1	That Darn Cat	G
Sat	2014/03/01	16:00	ACMI Cinema 1	A Life Exposed: Robyn 18+	
Sat	2014/03/01	19:00	ACMI Cinema 1	Levitated Mass	18+
Sun	2014/03/02	10:30	ACMI Cinema 1	That Darn Cat	G
Sun	2014/03/02	11:00	ACMI Cinema 2	To Kill a King	M
Sun	2014/03/02	13:00	ACMI Cinema 1	That Darn Cat	G
Sun	2014/03/02	14:00	ACMI Cinema 2	Cremaster Marathon	R 18+
Sun	2014/03/02	17:30	ACMI Cinema 1	Levitated Mass	18+
Mon	2014/03/03	13:30	ACMI Cinema 2	To Kill a King	M
Tue	2014/03/04	14:30	ACMI Cinema 2	To Kill a King	M
Wed	2014/03/05	13:30	ACMI Cinema 2	Dressed up for Winter	15+
Wed	2014/03/05	21:15	ACMI Cinema 1	Looking for Kate	15+
Thu	2014/03/06	13:30	ACMI Cinema 2	Antonio's Colours	15+
Thu	2014/03/06	18:30	ACMI Cinema 2	Dressed up Summer 2014	15+
Fri	2014/03/07	14:30	ACMI Cinema 2	Looking for Kate	15+
Fri	2014/03/07	18:30	ACMI Cinema 1	Dressed up for Winter	15+
Sat	2014/03/08	11:00	ACMI Cinema 2	To Kill a King	M
Sat	2014/03/08	13:00	ACMI Cinema 1	That Darn Cat	G
Sat	2014/03/08	14:30	ACMI Cinema 2	Antonio's Colours	15+
Sat	2014/03/08	16:00	ACMI Cinema 1	The Legend of Leigh Bowery 18+	
Sat	2014/03/08	18:30	ACMI Cinema 2	Looking for Kate	15+
Sat	2014/03/08	19:00	ACMI Cinema 1	Levitated Mass	18+
Sat	2014/03/08	21:00	ACMI Cinema 2	Dressed up Summer 2014	15+
Sun	2014/03/09	10:30	ACMI Cinema 1	That Darn Cat	G
Sun	2014/03/09	11:00	ACMI Cinema 2	To Kill a King	M
Sun	2014/03/09	13:00	ACMI Cinema 1	That Darn Cat	G
Sun	2014/03/09	13:30	ACMI Cinema 2	Dressed up for Winter	15+
Sun	2014/03/09	16:30	ACMI Cinema 2	Antonio's Colours	15+
Sun	2014/03/09	17:30	ACMI Cinema 1	Levitated Mass	18+
Sun	2014/03/09	19:30	ACMI Cinema 2	Looking for Kate	15+
Mon	2014/03/10	10:30	ACMI Cinema 1	That Darn Cat	G
Mon	2014/03/10	13:00	ACMI Cinema 1	That Darn Cat	G
Mon	2014/03/10	13:30	ACMI Cinema 2	To Kill a King	M
Mon	2014/03/10	15:30	ACMI Cinema 1	Dressed up Summer 2014	15+
Mon	2014/03/10	18:30	ACMI Cinema 2	Dressed up for Winter	15+
Tue	2014/03/11	14:30	ACMI Cinema 2	To Kill a King	M
Tue	2014/03/11	18:30	ACMI Cinema 1	Antonio's Colours	15+
Wed	2014/03/12	14:30	ACMI Cinema 2	Dressed up Summer 2014	15+
Sat	2014/03/15	11:00	ACMI Cinema 1	Cloudburst	MA 15+
Sun	2014/03/16	10:30	ACMI Cinema 1	That Darn Cat	G
Sun	2014/03/16	11:00	ACMI Cinema 2	Cloudburst	MA 15+
Mon	2014/03/17	13:30	ACMI Cinema 2	Cloudburst	MA 15+
Tue	2014/03/18	14:30	ACMI Cinema 2	Cloudburst	MA 15+
Sat	2014/03/22	11:00	ACMI Cinema 1	Cloudburst	MA 15+
Sun	2014/03/23	10:30	ACMI Cinema 1	The AristoCats	G
Sun	2014/03/23	11:00	ACMI Cinema 2	Cloudburst	MA 15+
Mon	2014/03/24	13:30	ACMI Cinema 2	Cloudburst	MA 15+
Tue	2014/03/25	14:30	ACMI Cinema 2	Cloudburst	MA 15+
Tue	2014/03/25	16:30	ACMI Cinema 2	Mr. Peabody & Sherman	
Tue	2014/03/25	18:30	ACMI Cinema 2	Mr. Peabody & Sherman	
Wed	2014/03/26	19:30	ACMI Cinema 1	Tiny:Story About Living Small	
Sat	2014/03/29	11:00	ACMI Cinema 2	Farewell My Queen	M
Sat	2014/03/29	13:00	ACMI Cinema 1	The AristoCats	G
Sat	2014/03/29	16:00	ACMI Cinema 1	A Life Exposed: Robyn 18+	
Sun	2014/03/30	10:30	ACMI Cinema 1	The AristoCats	G
Sun	2014/03/30	11:00	ACMI Cinema 2	Farewell My Queen	M
Sun	2014/03/30	13:00	ACMI Cinema 1	The AristoCats	G
Mon	2014/03/31	13:30	ACMI Cinema 2	Farewell My Queen	M
Tue	2014/04/01	14:30	ACMI Cinema 2	Farewell My Queen	M
Wed	2014/04/02	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Thu	2014/04/03	18:45	ACMI Cinema 2	Faith Connections	MA 15+
Thu	2014/04/03	19:00	ACMI Cinema 1	Tiny:Story About Living Small	
Thu	2014/04/03	20:30	ACMI Cinema 1	From Nothing, Something	18+
Fri	2014/04/04	18:45	ACMI Cinema 2	Faith Connections	MA 15+
Fri	2014/04/04	19:00	ACMI Cinema 1	Tiny:Story About Living Small	
Fri	2014/04/04	20:30	ACMI Cinema 1	From Nothing, Something	18+
Sat	2014/04/05	10:30	ACMI Cinema 1	Antz	PG
Sat	2014/04/05	11:00	ACMI Cinema 2	Farewell My Queen	M
Sat	2014/04/05	13:00	ACMI Cinema 1	Antz	PG
Sat	2014/04/05	14:30	ACMI Cinema 2	Faith Connections	MA 15+
Sat	2014/04/05	16:00	ACMI Cinema 1	Barry McKenzie Holds His Own	
Sat	2014/04/05	17:00	ACMI Cinema 2	Tiny:Story About Living Small	
Sat	2014/04/05	18:45	ACMI Cinema 2	Faith Connections	MA 15+
Sat	2014/04/05	19:00	ACMI Cinema 1	The Lusty Men	15+
Sun	2014/04/06	10:30	ACMI Cinema 1	Antz	PG
Sun	2014/04/06	11:00	ACMI Cinema 2	Farewell My Queen	M
Sun	2014/04/06	13:00	ACMI Cinema 1	Antz	PG
Sun	2014/04/06	15:30	ACMI Cinema 2	Faith Connections	MA 15+
Sun	2014/04/06	16:00	ACMI Cinema 1	Tiny:Story About Living Small	
Sun	2014/04/06	17:30	ACMI Cinema 1	The Lusty Men	15+
Sun	2014/04/06	17:45	ACMI Cinema 2	Faith Connections	MA 15+
Mon	2014/04/07	10:30	ACMI Cinema 1	Antz	PG
Mon	2014/04/07	13:00	ACMI Cinema 1	Antz	PG
Mon	2014/04/07	13:30	ACMI Cinema 2	Farewell My Queen	M
Mon	2014/04/07	15:00	ACMI Cinema 1	Antz	PG
Mon	2014/04/07	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Mon	2014/04/07	19:00	ACMI Cinema 2	Tiny:Story About Living Small	
Tue	2014/04/08	10:30	ACMI Cinema 2	The Prince of Egypt	G
Tue	2014/04/08	13:00	ACMI Cinema 2	The Prince of Egypt	G
Tue	2014/04/08	14:30	ACMI Cinema 1	Farewell My Queen	M
Tue	2014/04/08	15:00	ACMI Cinema 2	The Prince of Egypt	G
Tue	2014/04/08	18:45	ACMI Cinema 2	Faith Connections	MA 15+
Wed	2014/04/09	10:30	ACMI Cinema 2	The Prince of Egypt	G
Wed	2014/04/09	13:00	ACMI Cinema 2	The Prince of Egypt	G
Wed	2014/04/09	15:00	ACMI Cinema 2	The Prince of Egypt	G
Wed	2014/04/09	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Thu	2014/04/10	10:30	ACMI Cinema 1	The Road to Eldorado	G
Thu	2014/04/10	13:00	ACMI Cinema 1	The Road to Eldorado	G
Thu	2014/04/10	15:00	ACMI Cinema 1	The Road to Eldorado	G
Thu	2014/04/10	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Fri	2014/04/11	10:30	ACMI Cinema 2	The Road to Eldorado	G
Fri	2014/04/11	13:00	ACMI Cinema 2	The Road to Eldorado	G
Fri	2014/04/11	15:00	ACMI Cinema 2	The Road to Eldorado	G
Fri	2014/04/11	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Sat	2014/04/12	10:30	ACMI Cinema 1	Chicken Run	G
Sat	2014/04/12	11:00	ACMI Cinema 2	Cheerful Weather for Wedding	
Sat	2014/04/12	13:00	ACMI Cinema 1	Chicken Run	G
Sat	2014/04/12	15:00	ACMI Cinema 1	Chicken Run	G
Sat	2014/04/12	16:00	ACMI Cinema 1	Barry McKenzie Holds His Own	
Sat	2014/04/12	17:30	ACMI Cinema 2	Tiny:Story About Living Small	
Sat	2014/04/12	19:00	ACMI Cinema 2	Faith Connections	MA 15+
Sat	2014/04/12	19:00	ACMI Cinema 1	The Lusty Men	15+
Sun	2014/04/13	10:30	ACMI Cinema 1	Chicken Run	G
Sun	2014/04/13	11:00	ACMI Cinema 2	Cheerful Weather for Wedding	
Sun	2014/04/13	13:00	ACMI Cinema 1	Chicken Run	G
Sun	2014/04/13	14:30	ACMI Cinema 2	Faith Connections	MA 15+
Sun	2014/04/13	15:00	ACMI Cinema 1	Chicken Run	G
Sun	2014/04/13	17:00	ACMI Cinema 2	Tiny:Story About Living Small	
Sun	2014/04/13	17:30	ACMI Cinema 1	The Lusty Men	15+
Sun	2014/04/13	18:30	ACMI Cinema 2	Faith Connections	MA 15+
Mon	2014/04/14	10:30	ACMI Cinema 1	Shrek	PG
Mon	2014/04/14	13:00	ACMI Cinema 1	Shrek	PG
Mon	2014/04/14	13:30	ACMI Cinema 2	Cheerful Weather for Wedding	
Mon	2014/04/14	15:00	ACMI Cinema 1	Shrek	PG
Mon	2014/04/14	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Mon	2014/04/14	19:00	ACMI Cinema 2	Tiny:Story About Living Small	
Tue	2014/04/15	10:30	ACMI Cinema 1	Shrek	PG
Tue	2014/04/15	13:00	ACMI Cinema 1	Shrek	PG
Tue	2014/04/15	14:30	ACMI Cinema 2	Cheerful Weather for Wedding	
Tue	2014/04/15	15:00	ACMI Cinema 1	Shrek	PG
Tue	2014/04/15	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Tue	2014/04/15	19:00	ACMI Cinema 2	Tiny:Story About Living Small	
Wed	2014/04/16	10:30	ACMI Cinema 2	Spirit	PG
Wed	2014/04/16	13:00	ACMI Cinema 2	Spirit	PG
Wed	2014/04/16	14:30	ACMI Cinema 1	Tiny:Story About Living Small	
Wed	2014/04/16	15:00	ACMI Cinema 2	Spirit	PG
Wed	2014/04/16	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Thu	2014/04/17	10:30	ACMI Cinema 2	Spirit	PG
Thu	2014/04/17	13:00	ACMI Cinema 2	Spirit	PG
Thu	2014/04/17	14:00	ACMI Cinema 1	Faith Connections	MA 15+
Thu	2014/04/17	15:00	ACMI Cinema 2	Spirit	PG
Thu	2014/04/17	16:30	ACMI Cinema 1	Tiny:Story About Living Small	
Thu	2014/04/17	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Thu	2014/04/17	19:00	ACMI Cinema 2	Tiny:Story About Living Small	
Fri	2014/04/18	10:30	ACMI Cinema 2	Sinbad	PG
Fri	2014/04/18	13:00	ACMI Cinema 2	Sinbad	PG
Fri	2014/04/18	14:30	ACMI Cinema 1	Faith Connections	MA 15+
Fri	2014/04/18	15:00	ACMI Cinema 2	Sinbad	PG
Fri	2014/04/18	17:30	ACMI Cinema 2	Tiny:Story About Living Small	
Fri	2014/04/18	18:30	ACMI Cinema 1	Faith Connections	MA 15+
Fri	2014/04/18	19:00	ACMI Cinema 2	2 Autumns, 3 Winters	M
Sat	2014/04/19	10:30	ACMI Cinema 1	Sinbad	PG
Sat	2014/04/19	11:00	ACMI Cinema 2	Cheerful Weather for Wedding	
Sat	2014/04/19	13:00	ACMI Cinema 1	Sinbad	PG
Sat	2014/04/19	15:00	ACMI Cinema 2	Sinbad	PG
Sat	2014/04/19	16:00	ACMI Cinema 1	Barry McKenzie Holds His Own	
Sat	2014/04/19	17:00	ACMI Cinema 2	Tiny:Story About Living Small	
Sat	2014/04/19	18:30	ACMI Cinema 2	Faith Connections	MA 15+
Sat	2014/04/19	19:00	ACMI Cinema 1	2 Autumns, 3 Winters	M
Sun	2014/04/20	10:30	ACMI Cinema 1	Shrek 2	PG
Sun	2014/04/20	11:00	ACMI Cinema 2	Cheerful Weather for Wedding	
Sun	2014/04/20	13:00	ACMI Cinema 1	Shrek 2	PG
Sun	2014/04/20	14:00	ACMI Cinema 2	Tiny:Story About Living Small	
Sun	2014/04/20	15:00	ACMI Cinema 1	Shrek 2	PG
Sun	2014/04/20	15:30	ACMI Cinema 2	2 Autumns, 3 Winters	M
Sun	2014/04/20	17:00	ACMI Cinema 1	Tiny:Story About Living Small	
Sun	2014/04/20	17:30	ACMI Cinema 2	2 Autumns, 3 Winters	M
Sun	2014/04/20	18:30	ACMI Cinema 1	Faith Connections	MA 15+
Mon	2014/04/21	10:30	ACMI Cinema 1	Shrek 2	PG
Mon	2014/04/21	13:00	ACMI Cinema 1	Shrek 2	PG
Mon	2014/04/21	13:30	ACMI Cinema 2	Cheerful Weather for Wedding	
Mon	2014/04/21	15:00	ACMI Cinema 1	Shrek 2	PG
Mon	2014/04/21	18:45	ACMI Cinema 2	Faith Connections	MA 15+
Mon	2014/04/21	19:00	ACMI Cinema 1	2 Autumns, 3 Winters	M
Tue	2014/04/22	14:00	ACMI Cinema 1	Tiny:Story About Living Small	
Tue	2014/04/22	14:30	ACMI Cinema 2	Cheerful Weather for Wedding	
Tue	2014/04/22	15:30	ACMI Cinema 1	2 Autumns, 3 Winters	M
Tue	2014/04/22	17:30	ACMI Cinema 1	2 Autumns, 3 Winters	M
Tue	2014/04/22	18:45	ACMI Cinema 2	Faith Connections	MA 15+
Wed	2014/04/23	18:45	ACMI Cinema 1	Faith Connections	MA 15+
Thu	2014/04/24	14:30	ACMI Cinema 2	Tiny:Story About Living Small	
Thu	2014/04/24	18:45	ACMI Cinema 2	Faith Connections	MA 15+
Fri	2014/04/25	13:00	ACMI Cinema 1	Shrek 2	PG
Fri	2014/04/25	14:30	ACMI Cinema 2	Tiny:Story About Living Small	
Fri	2014/04/25	15:00	ACMI Cinema 1	Shrek 2	PG
Fri	2014/04/25	17:00	ACMI Cinema 1	Shrek 2	PG
Fri	2014/04/25	19:00	ACMI Cinema 2	2 Autumns, 3 Winters	M
Sat	2014/04/26	11:00	ACMI Cinema 2	Still Mine	PG
Sat	2014/04/26	13:00	ACMI Cinema 1	Shrek 2	PG
Sat	2014/04/26	15:30	ACMI Cinema 2	2 Autumns, 3 Winters	M
Sat	2014/04/26	16:00	ACMI Cinema 1	Between Wars	M
Sat	2014/04/26	17:30	ACMI Cinema 2	Tiny:Story About Living Small	
Sat	2014/04/26	19:00	ACMI Cinema 2	2 Autumns, 3 Winters	M
Sun	2014/04/27	10:30	ACMI Cinema 1	Shark Tale	G
Sun	2014/04/27	11:00	ACMI Cinema 2	Still Mine	PG
Sun	2014/04/27	13:00	ACMI Cinema 1	Shark Tale	G
Sun	2014/04/27	15:30	ACMI Cinema 2	2 Autumns, 3 Winters	M
Sun	2014/04/27	17:30	ACMI Cinema 2	2 Autumns, 3 Winters	M
Sun	2014/04/27	19:15	ACMI Cinema 2	Tiny:Story About Living Small	
Mon	2014/04/28	13:30	ACMI Cinema 2	Still Mine	PG
Mon	2014/04/28	19:00	ACMI Cinema 2	2 Autumns, 3 Winters	M
Tue	2014/04/29	14:30	ACMI Cinema 2	Still Mine	PG
Tue	2014/04/29	19:00	ACMI Cinema 2	2 Autumns, 3 Winters	M
Wed	2014/04/30	14:30	ACMI Cinema 1	Tiny:Story About Living Small	
Wed	2014/04/30	16:30	ACMI Cinema 1	Tiny:Story About Living Small	
Wed	2014/04/30	18:45	ACMI Cinema 1	2 Autumns, 3 Winters	M
Thu	2014/05/01	18:45	ACMI Cinema 1	Next Goal Wins	M
Thu	2014/05/01	19:00	ACMI Cinema 2	2 Autumns, 3 Winters	M
Fri	2014/05/02	18:45	ACMI Cinema 2	Next Goal Wins	M
Fri	2014/05/02	19:00	ACMI Cinema 1	2 Autumns, 3 Winters	M
Sat	2014/05/03	10:30	ACMI Cinema 1	Mr. Peabody & Sherman	
Sat	2014/05/03	11:00	ACMI Cinema 2	Still Mine	PG
Sat	2014/05/03	13:00	ACMI Cinema 1	Shark Tale	G
Sat	2014/05/03	16:00	ACMI Cinema 1	Between Wars	M
Sat	2014/05/03	16:30	ACMI Cinema 2	Next Goal Wins	M
Sat	2014/05/03	18:30	ACMI Cinema 2	Next Goal Wins	M
Sat	2014/05/03	19:00	ACMI Cinema 1	2 Autumns, 3 Winters	M
Sun	2014/05/04	10:30	ACMI Cinema 1	Shark Tale	G
Sun	2014/05/04	11:00	ACMI Cinema 2	Still Mine	PG
Sun	2014/05/04	13:00	ACMI Cinema 1	Shark Tale	G
Sun	2014/05/04	15:30	ACMI Cinema 1	2 Autumns, 3 Winters	M
Sun	2014/05/04	16:30	ACMI Cinema 2	Next Goal Wins	M
Sun	2014/05/04	17:30	ACMI Cinema 1	2 Autumns, 3 Winters	M
Sun	2014/05/04	18:30	ACMI Cinema 2	Next Goal Wins	M
Mon	2014/05/05	13:30	ACMI Cinema 2	Still Mine	PG
Mon	2014/05/05	19:00	ACMI Cinema 2	2 Autumns, 3 Winters	M
Tue	2014/05/06	14:30	ACMI Cinema 2	Still Mine	PG
Tue	2014/05/06	19:00	ACMI Cinema 2	2 Autumns, 3 Winters	M
Wed	2014/05/07	18:45	ACMI Cinema 1	Next Goal Wins	M
Fri	2014/05/09	14:30	ACMI Cinema 2	Next Goal Wins	M
Fri	2014/05/09	16:30	ACMI Cinema 2	Next Goal Wins	M
Fri	2014/05/09	18:30	ACMI Cinema 2	2 Autumns, 3 Winters	M
Fri	2014/05/09	20:30	ACMI Cinema 2	Next Goal Wins	M
Sat	2014/05/10	11:00	ACMI Cinema 2	Gloria	MA 15+
Sat	2014/05/10	13:00	ACMI Cinema 1	Shark Tale	G
Sat	2014/05/10	16:00	ACMI Cinema 1	Between Wars	M
Sat	2014/05/10	19:00	ACMI Cinema 1	Next Goal Wins	M
Sun	2014/05/11	10:30	ACMI Cinema 1	Madagascar	PG
Sun	2014/05/11	11:00	ACMI Cinema 2	Gloria	MA 15+
Sun	2014/05/11	13:00	ACMI Cinema 1	Madagascar	PG
Sun	2014/05/11	16:30	ACMI Cinema 1	Next Goal Wins	M
Sun	2014/05/11	18:30	ACMI Cinema 1	Next Goal Wins	M
Mon	2014/05/12	13:30	ACMI Cinema 2	Gloria	MA 15+
Mon	2014/05/12	18:45	ACMI Cinema 2	Next Goal Wins	M
Tue	2014/05/13	14:30	ACMI Cinema 2	Gloria	MA 15+
Tue	2014/05/13	18:45	ACMI Cinema 2	Next Goal Wins	M
Wed	2014/05/14	18:45	ACMI Cinema 1	Next Goal Wins	M
Thu	2014/05/15	18:45	ACMI Cinema 1	Next Goal Wins	M
Fri	2014/05/16	19:00	ACMI Cinema 1	Yojimbo	15+
Sat	2014/05/17	11:00	ACMI Cinema 2	Gloria	MA 15+
Sat	2014/05/17	13:00	ACMI Cinema 1	Madagascar	PG
Sat	2014/05/17	16:00	ACMI Cinema 2	Peterson	R 18+
Sat	2014/05/17	18:45	ACMI Cinema 2	The Seven Samurai	PG
Sun	2014/05/18	10:30	ACMI Cinema 1	Madagascar	PG
Sun	2014/05/18	11:00	ACMI Cinema 2	Gloria	MA 15+
Sun	2014/05/18	13:00	ACMI Cinema 1	Madagascar	PG
Sun	2014/05/18	15:00	ACMI Cinema 1	The Seven Samurai	PG
Sun	2014/05/18	19:00	ACMI Cinema 1	The Wages of Fear	PG
Mon	2014/05/19	13:30	ACMI Cinema 2	Gloria	MA 15+
Mon	2014/05/19	19:00	ACMI Cinema 2	Twilight Samurai	M
Tue	2014/05/20	14:30	ACMI Cinema 2	Gloria	MA 15+
Tue	2014/05/20	19:00	ACMI Cinema 2	Yojimbo	15+
Thu	2014/05/22	19:00	ACMI Cinema 1	The Hidden Fortress	All Ages
Fri	2014/05/23	18:45	ACMI Cinema 2	13 Assassins	MA 15+
Fri	2014/05/23	19:15	ACMI Cinema 1	Goyokin	18+
Sat	2014/05/24	11:00	ACMI Cinema 2	Blancanieves	M
Sat	2014/05/24	13:00	ACMI Cinema 1	Madagascar	PG
Sat	2014/05/24	14:30	ACMI Cinema 2	Africa On Screen	M
Sat	2014/05/24	16:00	ACMI Cinema 1	Peterson	R 18+
Sat	2014/05/24	17:00	ACMI Cinema 2	Lone Wolf + Lady Snowblood	R
Sat	2014/05/24	19:00	ACMI Cinema 1	La Paz	18+
Sun	2014/05/25	10:30	ACMI Cinema 1	Wallace & Gromit	PG
Sun	2014/05/25	11:00	ACMI Cinema 2	Blancanieves	M
Sun	2014/05/25	13:00	ACMI Cinema 1	Wallace & Gromit	PG
Sun	2014/05/25	15:00	ACMI Cinema 1	New African Shorts	18+
Sun	2014/05/25	15:00	ACMI Cinema 2	The Hidden Fortress	All Ages
Sun	2014/05/25	17:30	ACMI Cinema 1	La Paz	18+
Sun	2014/05/25	17:45	ACMI Cinema 2	13 Assassins	MA 15+
Mon	2014/05/26	13:30	ACMI Cinema 2	Blancanieves	M
Mon	2014/05/26	18:45	ACMI Cinema 2	Twilight Samurai	M
Mon	2014/05/26	19:15	ACMI Cinema 1	Goyokin	18+
Tue	2014/05/27	14:30	ACMI Cinema 2	Blancanieves	M
Tue	2014/05/27	18:30	ACMI Cinema 1	Lone Wolf + Lady Snowblood	R
Wed	2014/05/28	19:30	ACMI Cinema 1	Ghost Dog	MA 15+
Thu	2014/05/29	19:00	ACMI Cinema 1	Harakiri	15+
Thu	2014/05/29	19:30	ACMI Cinema 2	Rashomon	15+
Fri	2014/05/30	18:30	ACMI Cinema 2	Ghost Dog	MA 15+
Fri	2014/05/30	19:30	ACMI Cinema 1	Harakiri	15+
Fri	2014/05/30	20:45	ACMI Cinema 2	Rashomon	15+
Sat	2014/05/31	11:00	ACMI Cinema 2	Blancanieves	M
Sat	2014/05/31	13:00	ACMI Cinema 1	Wallace & Gromit	PG
Sat	2014/05/31	14:30	ACMI Cinema 2	Shane	G
Sat	2014/05/31	16:00	ACMI Cinema 1	Peterson	R 18+
Sat	2014/05/31	17:00	ACMI Cinema 2	The Pleasures of Being..	18+
Sat	2014/05/31	19:00	ACMI Cinema 2	Charles Lloyd: Arrows...	18+
Sat	2014/05/31	19:00	ACMI Cinema 1	La Paz	18+
Sun	2014/06/01	11:00	ACMI Cinema 2	Blancanieves	M
Sun	2014/06/01	15:00	ACMI Cinema 2	Shane	G
Sun	2014/06/01	17:30	ACMI Cinema 1	La Paz	18+
Sun	2014/06/01	17:30	ACMI Cinema 2	Rashomon	15+
Sun	2014/06/01	19:30	ACMI Cinema 1	Bayou Maharajah	18+
Mon	2014/06/02	13:30	ACMI Cinema 2	Blancanieves	M
Mon	2014/06/02	19:00	ACMI Cinema 1	Palo Alto	MA15+
Tue	2014/06/03	14:30	ACMI Cinema 2	Blancanieves	M
Tue	2014/06/03	19:00	ACMI Cinema 2	Palo Alto	MA15+
Wed	2014/06/04	19:30	ACMI Cinema 1	Palo Alto	MA15+
Thu	2014/06/05	19:00	ACMI Cinema 1	Palo Alto	MA15+
Fri	2014/06/06	18:30	ACMI Cinema 1	The Man with Golden Arm	M
Fri	2014/06/06	19:00	ACMI Cinema 2	Palo Alto	MA15+
Fri	2014/06/06	21:00	ACMI Cinema 2	Palo Alto	MA15+
Sat	2014/06/07	11:00	ACMI Cinema 2	Good Ol' Freda	G
Sat	2014/06/07	16:00	ACMI Cinema 1	Lygon Street	PG
Sat	2014/06/07	19:00	ACMI Cinema 2	Model Shop	18+
Sat	2014/06/07	19:30	ACMI Cinema 1	The Pleasures of Being..	18+
Sun	2014/06/08	11:00	ACMI Cinema 2	Good Ol' Freda	G
Sun	2014/06/08	17:00	ACMI Cinema 1	Palo Alto	MA15+
Sun	2014/06/08	17:30	ACMI Cinema 2	Model Shop	18+
Sun	2014/06/08	19:00	ACMI Cinema 1	Palo Alto	MA15+
Mon	2014/06/09	13:30	ACMI Cinema 2	Good Ol' Freda	G
Mon	2014/06/09	19:00	ACMI Cinema 1	Palo Alto	MA15+
Tue	2014/06/10	14:30	ACMI Cinema 2	Good Ol' Freda	G
Tue	2014/06/10	18:45	ACMI Cinema 2	Palo Alto	MA15+
Tue	2014/06/10	19:00	ACMI Cinema 1	Altman Evening + M.A.S.H.	M
Wed	2014/06/11	19:30	ACMI Cinema 1	Palo Alto	MA15+
Thu	2014/06/12	19:00	ACMI Cinema 2	Palo Alto	MA15+
Fri	2014/06/13	19:00	ACMI Cinema 1	Luther Price: Is it the Truth	
Fri	2014/06/13	19:00	ACMI Cinema 2	Palo Alto	MA15+
Sat	2014/06/14	11:00	ACMI Cinema 2	Good Ol' Freda	G
